year,,,,,,,,,,,,,,,,
,USA,CAN,WEU  ,JPK,ANZ,CEE,FSU,MDE,CAM,SAM,SAS,SEA,CHI,NAF,SSA,SIS
2005,10702.47062,817.9814592,12188.87165,7152.114724,623.116084,581.4635338,784.6879154,1102.352458,579.358997,1782.764162,842.8753311,1436.862903,1989.547915,286.9411385,550.3112194,176.5363428
2006,11000.30011,839.529576,12569.07092,7287.509948,640.3197676,617.5602761,852.1193598,1170.292811,606.8233665,1880.588444,907.4353746,1522.937926,2231.104607,303.1481812,582.6722783,186.6726201
2007,11221.46197,856.902884,12931.25977,7439.125074,663.8165255,656.4669612,927.0584451,1231.97689,624.7693591,2007.916067,973.4968135,1625.599116,2531.714997,319.4525847,616.4007975,193.5847621
2008,11235.1733,865.537232,12985.36667,7393.205987,683.0404062,684.9364694,973.3158862,1275.812889,635.2304635,2107.094408,1005.683154,1674.287192,2757.707096,334.0780642,644.5487901,196.8988701
2009,10943.07134,840.1908382,12422.06933,7043.497566,693.9251527,669.3377986,903.9248703,1266.102964,606.1210627,2081.432987,1077.725868,1683.795579,2987.353124,342.6725236,655.3599025,196.0755032
2010,11239.50346,866.148489,12723.52642,7362.087005,708.5941319,681.8410135,946.4674455,1340.86169,636.230513,2230.722194,1159.44705,1831.708702,3298.392951,357.4359482,689.5597711,200.7317821
2011,11413.70396,893.4051544,12949.49646,7407.116659,725.405846,704.2749194,991.7659009,1439.088009,661.6306776,2339.870616,1218.210433,1911.012527,3604.458154,342.5166001,718.4082399,204.2738537
2012,11674.01489,909.1489415,12915.92789,7521.540318,752.0915503,706.6683209,1030.112053,1461.687762,687.479177,2392.421156,1284.832044,2004.096972,3872.550163,371.198762,743.0841428,208.6386087
2013,11889.0357,930.3241341,12954.34522,7686.90578,771.60276,711.893454,1053.568001,1503.83627,699.7328659,2469.573976,1363.587633,2087.812311,4162.052584,373.4390337,775.7491593,213.2995727
2014,12161.0302,957.0247724,13183.68326,7747.297233,792.7717663,732.9167287,1061.510348,1555.745286,720.9671998,2478.401527,1459.090369,2182.83383,4455.763014,390.3609124,808.137223,217.4778572
2015,12490.15262,963.3332583,13455.54438,7884.883174,811.5342429,761.7040767,1045.007891,1609.037041,745.8290174,2449.265004,1567.313549,2262.217446,4748.119328,404.1697201,830.6266193,223.6439216
2016,12698.42242,972.9800237,13716.3595,7974.443619,834.839995,783.2767755,1052.235953,1674.21519,766.869105,2392.072989,1688.727668,2354.925674,5058.06548,413.8263546,845.9571818,226.1762862
2017,12983.11105,1002.557451,14061.03663,8129.030031,855.3795559,820.8684977,1077.052527,1718.324349,785.5875111,2418.112527,1808.116459,2466.521529,5400.94109,436.0648769,867.9411678,228.6052615
2018,13365.51363,1030.398878,14305.24398,8210.399016,880.6063866,861.8340163,1111.282828,1752.440397,803.5030443,2433.637029,1923.261709,2574.496527,5753.730717,452.7969835,892.8785182,232.3999779
2019,13672.1772,1049.766173,14523.45704,8227.957128,899.7537331,895.7863455,1141.685988,1767.14739,805.6587495,2435.041068,1997.637272,2673.138798,6070.240368,462.8858831,914.8929715,236.4036521
2020,14070.41418,1076.02035,14772.16774,8348.59023,928.650616,922.5317484,1187.049599,1844.953235,833.7366824,2534.472151,2127.902646,2805.831723,6539.962198,487.9110589,967.5526135,243.2311034
2021,14394.53279,1097.927685,14997.65831,8470.934049,953.7383074,946.719529,1230.268147,1916.429814,861.8806001,2621.981683,2256.605846,2924.579067,6920.261696,513.0902749,1021.899231,249.7397786
2022,14726.11762,1120.281044,15226.5909,8595.070746,979.5037481,971.5414869,1275.060213,1990.675516,890.9745541,2712.51272,2393.093477,3048.351992,7322.67565,539.5688936,1079.298453,256.4226209
2023,15065.34066,1143.089509,15459.01804,8721.026596,1005.965248,997.0142496,1321.483085,2067.79762,921.0506142,2806.169586,2537.836371,3177.363188,7748.490018,567.413972,1139.92174,263.2842908
2024,15412.37786,1166.362345,15694.99307,8848.828257,1033.14161,1023.15488,1369.596138,2147.907564,952.1419326,2903.06021,2691.333836,3311.834346,8199.065538,596.6960281,1203.950187,270.3295737
2025,15767.40923,1190.109007,15934.57017,8978.502779,1061.052148,1049.98089,1419.46091,2231.121102,984.2827808,3003.296246,2854.115378,3451.996542,8675.842071,627.4892185,1271.575058,277.5633829
2026,16066.32751,1212.752398,16169.36516,9092.038791,1085.812433,1074.555415,1464.79113,2310.241371,1015.65716,3092.514724,3005.883496,3579.123132,9038.802098,656.947646,1340.427646,284.2698326
2027,16370.91268,1235.826611,16407.61985,9207.010503,1111.150515,1099.7051,1511.568962,2392.167412,1048.03161,3184.383602,3165.721912,3710.93141,9416.946816,687.7890438,1413.008428,291.1383226
2028,16681.27216,1259.33984,16649.3852,9323.436068,1137.079876,1125.443407,1559.840636,2476.998724,1081.438007,3278.981615,3334.059766,3847.593788,9810.911487,720.0783374,1489.519277,298.1727682
2029,16997.51544,1283.30044,16894.71296,9441.333872,1163.614314,1151.784112,1609.653857,2564.838334,1115.909245,3376.389838,3511.349016,3989.289028,10221.35795,753.8835007,1570.172996,305.3771791
2030,17319.75406,1307.716921,17143.6556,9560.72253,1190.767949,1178.741315,1661.057853,2655.792921,1151.479267,3476.691752,3698.065655,4136.202475,10648.97573,789.2756983,1655.193911,312.7556621
